chembl_id,molregno,iupac_name,smiles,molecular_weight,aLogP,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_logp,cx_logd,molecular_species,qed_weighted,np_likeness_score,ic50_value,ic50_units,standard_relation,target_name,target_type,cell_description,disease_name,disease_category,mechanism_of_action,action_type,warning_type,warning_description,IUPACName
CHEMBL3115959,1618943,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4ccc([N+](=O)[O-])cc4)nn3)[C@@H]2CC1,465.51,2.71,9,1,124.71,6,N,0,2.41,2.09,NEUTRAL,0.23,0.46,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-9,14-dimethyl-5-[[[1-(4-nitrophenyl)triazol-4-yl]methylamino]methyl]-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115960,1618944,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4ccccc4C#N)nn3)[C@@H]2CC1,445.52,2.67,8,1,105.36,5,N,0,2.33,2.01,NEUTRAL,0.43,0.64,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"2-[4-[[[(1S,2S,5R,6S,12R,14S)-9,14-dimethyl-4-oxo-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-5-yl]methylamino]methyl]triazol-1-yl]benzonitrile"
CHEMBL3115961,1618945,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4cccc(C#N)c4)nn3)[C@@H]2CC1,445.52,2.67,8,1,105.36,5,N,0,2.33,2.01,NEUTRAL,0.43,0.43,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"3-[4-[[[(1S,2S,5R,6S,12R,14S)-9,14-dimethyl-4-oxo-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-5-yl]methylamino]methyl]triazol-1-yl]benzonitrile"
CHEMBL3115962,1618946,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4ccc(C#N)cc4)nn3)[C@@H]2CC1,445.52,2.67,8,1,105.36,5,N,0,2.33,2.01,NEUTRAL,0.43,0.49,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"4-[4-[[[(1S,2S,5R,6S,12R,14S)-9,14-dimethyl-4-oxo-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-5-yl]methylamino]methyl]triazol-1-yl]benzonitrile"
CHEMBL3115963,1618947,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4ccc(F)cc4F)nn3)[C@@H]2CC1,456.49,3.08,7,1,81.57,5,N,0,2.76,2.44,NEUTRAL,0.42,0.5,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-5-[[[1-(2,4-difluorophenyl)triazol-4-yl]methylamino]methyl]-9,14-dimethyl-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115964,1618948,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4cccc(CO)c4)nn3)[C@@H]2CC1,450.54,2.29,8,2,101.8,6,N,0,1.7,1.38,NEUTRAL,0.4,0.91,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-5-[[[1-[3-(hydroxymethyl)phenyl]triazol-4-yl]methylamino]methyl]-9,14-dimethyl-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115965,1618949,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4ccc(C)c(C)c4)nn3)[C@@H]2CC1,448.57,3.42,7,1,81.57,5,N,0,3.5,3.18,NEUTRAL,0.43,0.59,8500,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-5-[[[1-(3,4-dimethylphenyl)triazol-4-yl]methylamino]methyl]-9,14-dimethyl-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115966,1618950,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4cc(Cl)c(Cl)cc4Cl)nn3)[C@@H]2CC1,523.85,4.76,7,1,81.57,5,N,1,4.28,3.97,NEUTRAL,0.26,0.73,12000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-9,14-dimethyl-5-[[[1-(2,4,5-trichlorophenyl)triazol-4-yl]methylamino]methyl]-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115967,1618951,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4ccccc4)nn3)[C@@H]2CC1,420.51,2.8,7,1,81.57,5,N,0,2.47,2.15,NEUTRAL,0.46,0.82,21000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-9,14-dimethyl-5-[[(1-phenyltriazol-4-yl)methylamino]methyl]-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115968,1618952,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4cccc5ccccc45)nn3)[C@@H]2CC1,470.57,3.96,7,1,81.57,5,N,0,3.46,3.14,NEUTRAL,0.35,0.82,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-9,14-dimethyl-5-[[(1-naphthalen-1-yltriazol-4-yl)methylamino]methyl]-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115969,1618953,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4ccccc4Cl)nn3)[C@@H]2CC1,454.96,3.46,7,1,81.57,5,N,0,3.07,2.76,NEUTRAL,0.42,0.7,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-5-[[[1-(2-chlorophenyl)triazol-4-yl]methylamino]methyl]-9,14-dimethyl-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115970,1618954,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4ccccc4Br)nn3)[C@@H]2CC1,499.41,3.56,7,1,81.57,5,N,0,3.24,2.92,NEUTRAL,0.39,0.87,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-5-[[[1-(2-bromophenyl)triazol-4-yl]methylamino]methyl]-9,14-dimethyl-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115971,1618955,,CC1=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]2OC(=O)[C@@H](CNCc3cn(-c4ccc(Br)cc4)nn3)[C@@H]2CC1,499.41,3.56,7,1,81.57,5,N,0,3.24,2.92,NEUTRAL,0.39,0.72,32000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-5-[[[1-(4-bromophenyl)triazol-4-yl]methylamino]methyl]-9,14-dimethyl-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115972,1618956,,COc1ccccc1-n1cc(CNC[C@@H]2C(=O)O[C@H]3[C@H]2CCC(C)=C2C[C@H]4O[C@@]4(C)[C@@H]23)nn1,450.54,2.81,8,1,90.8,6,N,0,2.31,2,NEUTRAL,0.41,0.86,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-5-[[[1-(2-methoxyphenyl)triazol-4-yl]methylamino]methyl]-9,14-dimethyl-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3115973,1618957,,COc1cccc(-n2cc(CNC[C@@H]3C(=O)O[C@H]4[C@H]3CCC(C)=C3C[C@H]5O[C@@]5(C)[C@@H]34)nn2)c1,450.54,2.81,8,1,90.8,6,N,0,2.31,1.99,NEUTRAL,0.41,0.65,,,,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1S,2S,5R,6S,12R,14S)-5-[[[1-(3-methoxyphenyl)triazol-4-yl]methylamino]methyl]-9,14-dimethyl-3,13-dioxatetracyclo[8.4.0.02,6.012,14]tetradec-9-en-4-one"
CHEMBL3116096,1619081,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(N(CCO)CCO)ncnc43)CC[C@@H]12,512.66,2.41,9,3,125.63,6,N,1,1.58,1.58,NEUTRAL,0.54,0.83,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-[bis(2-hydroxyethyl)amino]purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116097,1619082,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(N(CCO)CCO)nc(Cl)nc43)CC[C@@H]12,547.1,3.06,9,3,125.63,6,N,1,2.48,2.48,NEUTRAL,0.47,0.75,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-[bis(2-hydroxyethyl)amino]-2-chloropurin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116098,1619083,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(NCc5ccccc5)nc(Cl)nc43)CC[C@@H]12,549.12,5.88,7,2,93.96,4,N,2,4.95,4.95,NEUTRAL,0.4,0.6,12750,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-(benzylamino)-2-chloropurin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116099,1619084,,Cc1ccc(CNc2ncnc3c2ncn3[C@@H]2CC[C@H]3[C@@H]4CC[C@H]5NC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)O2)cc1,528.7,5.54,7,2,93.96,4,N,2,4.56,4.56,NEUTRAL,0.46,0.64,32710,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-10a,12a-dimethyl-2-[6-[(4-methylphenyl)methylamino]purin-9-yl]-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116100,1619085,,Cc1ccc(CNc2nc(Cl)nc3c2ncn3[C@@H]2CC[C@H]3[C@@H]4CC[C@H]5NC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)O2)cc1,563.15,6.19,7,2,93.96,4,N,2,5.47,5.47,NEUTRAL,0.37,0.52,12930,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[2-chloro-6-[(4-methylphenyl)methylamino]purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116101,1619086,,COc1ccc(CNc2ncnc3c2ncn3[C@@H]2CC[C@H]3[C@@H]4CC[C@H]5NC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)O2)cc1,544.7,5.24,8,2,103.19,5,N,2,3.89,3.89,NEUTRAL,0.45,0.68,60320,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-[(4-methoxyphenyl)methylamino]purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116102,1619087,,COc1ccc(CNc2nc(Cl)nc3c2ncn3[C@@H]2CC[C@H]3[C@@H]4CC[C@H]5NC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)O2)cc1,579.15,5.89,8,2,103.19,5,N,2,4.8,4.8,NEUTRAL,0.36,0.57,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[2-chloro-6-[(4-methoxyphenyl)methylamino]purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116103,1619088,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(NCc5ccc(F)cc5)ncnc43)CC[C@@H]12,532.66,5.37,7,2,93.96,4,N,2,4.19,4.19,NEUTRAL,0.47,0.51,34770,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-[(4-fluorophenyl)methylamino]purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116104,1619089,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(NCc5ccc(F)cc5)nc(Cl)nc43)CC[C@@H]12,567.11,6.02,7,2,93.96,4,N,2,5.1,5.1,NEUTRAL,0.38,0.4,13500,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[2-chloro-6-[(4-fluorophenyl)methylamino]purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116105,1619090,,CCN(CC)c1ncnc2c1ncn2[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)O1,480.66,4.46,7,1,85.17,4,N,0,3.67,3.67,NEUTRAL,0.7,0.8,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-(diethylamino)purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116106,1619091,,CCN(CC)c1nc(Cl)nc2c1ncn2[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)O1,515.1,5.11,7,1,85.17,4,N,2,4.58,4.58,NEUTRAL,0.57,0.72,16420,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[2-chloro-6-(diethylamino)purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116107,1619092,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(NN)ncnc43)CC[C@@H]12,439.56,2.9,8,3,119.98,2,N,0,2.24,1.54,NEUTRAL,0.49,0.99,34590,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-(6-hydrazinylpurin-9-yl)-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116108,1619093,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(NN)nc(Cl)nc43)CC[C@@H]12,474.01,3.55,8,3,119.98,2,N,0,3.15,3.12,NEUTRAL,0.35,0.84,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-(2-chloro-6-hydrazinylpurin-9-yl)-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116109,1619094,,CN(C)c1ncnc2c1ncn2[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)O1,452.6,3.68,7,1,85.17,2,N,0,2.96,2.96,NEUTRAL,0.75,0.97,57710,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-(dimethylamino)purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116110,1619095,,CN(C)c1nc(Cl)nc2c1ncn2[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)O1,487.05,4.33,7,1,85.17,2,N,0,3.86,3.86,NEUTRAL,0.64,0.84,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[2-chloro-6-(dimethylamino)purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116111,1619096,,CC(CO)Nc1nc(Cl)nc2c1ncn2[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)O1,517.07,4.06,8,3,114.19,4,N,1,2.96,2.96,NEUTRAL,0.52,0.9,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[2-chloro-6-(1-hydroxypropan-2-ylamino)purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116112,1619097,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(NCCN)ncnc43)CC[C@@H]12,467.62,2.99,8,3,119.98,4,N,0,1.52,-0.63,BASE,0.63,0.96,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-(2-aminoethylamino)purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116113,1619098,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(NCCN)nc(Cl)nc43)CC[C@@H]12,502.06,3.64,8,3,119.98,4,N,1,2.43,0.28,BASE,0.55,0.82,70280,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-(2-aminoethylamino)-2-chloropurin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116114,1619099,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(NCCO)ncnc43)CC[C@@H]12,468.6,3.02,8,3,114.19,4,N,0,1.63,1.63,NEUTRAL,0.63,1.01,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-(2-hydroxyethylamino)purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3112625,1619100,,C[C@]12CCC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)O[C@H](n3cnc4c(NCCO)nc(Cl)nc43)CC[C@@H]12,503.05,3.67,8,3,114.19,4,N,1,2.54,2.54,NEUTRAL,0.55,0.87,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[2-chloro-6-(2-hydroxyethylamino)purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3116115,1619101,,CC(CO)Nc1ncnc2c1ncn2[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)O1,482.63,3.41,8,3,114.19,4,N,0,2.05,2.05,NEUTRAL,0.61,1.04,100000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(2S,4aS,4bR,6aR,10aR,10bS,12aS)-2-[6-(1-hydroxypropan-2-ylamino)purin-9-yl]-10a,12a-dimethyl-2,3,4,4a,4b,5,6,6a,7,9,10,10b,11,12-tetradecahydrochromeno[6,5-f]quinolin-8-one"
CHEMBL3120626,1619939,,C=C1C(=O)O[C@@H]2[C@@H]1[C@H](OC(=O)CC(C)C)C[C@@]1(C)[C@H](O)C[C@H](OC(C)=O)C(=C)[C@H]21,406.48,2.32,7,1,99.13,4,N,0,1.87,1.87,NEUTRAL,0.33,3.13,10000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[(3aS,4R,5aR,6R,8S,9aS,9bS)-8-acetyloxy-6-hydroxy-5a-methyl-3,9-dimethylidene-2-oxo-3a,4,5,6,7,8,9a,9b-octahydrobenzo[g][1]benzofuran-4-yl] 3-methylbutanoate"
CHEMBL3120627,1619940,,C=C1C(=O)O[C@@H]2/C=C(\C)[C@H](O)C[C@H]3O[C@]3(C)C[C@@H](OC(=O)CC(C)C)[C@@H]12,364.44,2.3,6,1,85.36,3,N,0,2.07,2.07,NEUTRAL,0.36,3.2,7200,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[(1R,2R,4R,6R,8R,9E,11R)-8-hydroxy-4,9-dimethyl-14-methylidene-13-oxo-5,12-dioxatricyclo[9.3.0.04,6]tetradec-9-en-2-yl] 3-methylbutanoate"
CHEMBL3120628,1619941,,C=C1C(=O)O[C@@H]2[C@@H](O)[C@@H](C)C3=CC(=O)[C@](C)(O3)[C@H](O)[C@@H](OC(=O)CC(C)C)[C@@H]12,394.42,0.66,8,2,119.36,3,N,0,1.18,1.18,NEUTRAL,0.53,2.96,10000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[(2R,3S,4S,8S,9S,10R,11R)-3,10-dihydroxy-2,11-dimethyl-7-methylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.04,8]tetradec-1(13)-en-9-yl] 3-methylbutanoate"
CHEMBL3120629,1619942,,C=C1C(=O)O[C@@H]2C[C@@]3(C)O[C@H](O[C@H]3CC(=O)C(C)=O)[C@@H](OC(=O)CC(C)C)[C@@H]12,394.42,1.49,8,0,105.2,6,N,0,2.48,2.48,NEUTRAL,0.38,2.69,10000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[(1R,3R,7S,8S,9S,11S)-11-(2,3-dioxobutyl)-1-methyl-6-methylidene-5-oxo-4,10,12-trioxatricyclo[7.2.1.03,7]dodecan-8-yl] 3-methylbutanoate"
CHEMBL3120630,1619943,,C=C1C(=O)O[C@@H]2C[C@]3(C)O[C@@H](O[C@@H]3CC(=O)C(C)=O)[C@@H](OC(=O)CC(C)C)[C@@H]12,394.42,1.49,8,0,105.2,6,N,0,2.48,2.48,NEUTRAL,0.38,2.69,10000,nM,>,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"[(1S,3R,7S,8S,9R,11R)-11-(2,3-dioxobutyl)-1-methyl-6-methylidene-5-oxo-4,10,12-trioxatricyclo[7.2.1.03,7]dodecan-8-yl] 3-methylbutanoate"
CHEMBL3120657,1619970,,C=C1CC[C@@H]2[C@H]([C@@H]3[C@H](C)CC[C@H]13)C2(C)C,204.36,4.27,0,0,0,0,N,0,4.15,4.15,,0.52,3.36,20000,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"(1aR,4aS,7R,7aR,7bS)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene"
CHEMBL3121028,1620345,,O=C1Nc2ccc(C#CCOC(c3cccs3)c3cccnc3Cl)cc2C1=O,408.87,4.09,5,1,68.29,4,N,0,4.98,4.98,NEUTRAL,0.4,-0.98,1050,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,"5-[3-[(2-chloropyridin-3-yl)-thiophen-2-ylmethoxy]prop-1-ynyl]-1H-indole-2,3-dione"
CHEMBL3121031,1620348,,Oc1ccccc1C#CCOC(c1cccs1)c1cccnc1Cl,355.85,4.66,4,1,42.35,4,N,0,5.05,5.04,NEUTRAL,0.55,-0.97,1510,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,2-[3-[(2-chloropyridin-3-yl)-thiophen-2-ylmethoxy]prop-1-ynyl]phenol
CHEMBL3121032,1620349,,Nc1ccccc1C#CCOC(c1cccs1)c1cccnc1Cl,354.86,4.54,4,1,48.14,4,N,0,4.52,4.52,NEUTRAL,0.42,-1.23,1290,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,2-[3-[(2-chloropyridin-3-yl)-thiophen-2-ylmethoxy]prop-1-ynyl]aniline
CHEMBL3121087,1620405,,COc1ccc(C#CCOC(c2cccs2)c2cccnc2Cl)cc1,369.87,4.96,4,0,31.35,5,N,0,5.19,5.19,NEUTRAL,0.47,-1.26,1720,nM,=,MCF7,CELL-LINE,MCF7 (Breast carcinoma cells),,,,,,,2-chloro-3-[3-(4-methoxyphenyl)prop-2-ynoxy-thiophen-2-ylmethyl]pyridine
